Mod:Item:MetaData, Localized Name
sonarcore:stablestone_green, Green Stable Stone
sonarcore:stablestonerimmed_green, Green Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_green, Green Rimmed Black Stable Stone
sonarcore:stablestone_lightblue, Light Blue Stable Stone
sonarcore:stablestonerimmed_lightblue, Light Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightblue, Light Blue Rimmed Black Stable Stone
sonarcore:stablestone_lightgrey, Light Stable Stone
sonarcore:stablestonerimmed_lightgrey, Light Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightgrey, Light Rimmed Black Stable Stone
sonarcore:stablestone_lime, Lime Stable Stone
sonarcore:stablestonerimmed_lime, Lime Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lime, Lime Rimmed Black Stable Stone
sonarcore:stablestone_magenta, Magenta Stable Stone
sonarcore:stablestonerimmed_magenta, Magenta Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_magenta, Magenta Rimmed Black Stable Stone
sonarcore:stablestone_orange, Orange Stable Stone
sonarcore:stablestonerimmed_orange, Orange Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_orange, Orange Rimmed Black Stable Stone
sonarcore:stablestone_pink, Pink Stable Stone
sonarcore:stablestonerimmed_pink, Pink Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_pink, Pink Rimmed Black Stable Stone
sonarcore:stablestone_plain, Plain Stable Stone
sonarcore:stablestonerimmed_plain, Plain Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_plain, Plain Rimmed Black Stable Stone
sonarcore:stablestone_purple, Purple Stable Stone
sonarcore:stablestonerimmed_purple, Purple Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_purple, Purple Rimmed Black Stable Stone
sonarcore:stablestone_red, Red Stable Stone
sonarcore:stablestonerimmed_red, Red Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_red, Red Rimmed Black Stable Stone
sonarcore:stablestone_yellow, Yellow Stable Stone
sonarcore:stablestonerimmed_yellow, Yellow Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_yellow, Yellow Rimmed Black  Stable Stone
sonarcore:stableglass, Stable Glass
sonarcore:clearstableglass, Clear Stable Glass
calculator:flawlessglass, Flawless Glass
calculator:purifiedobsidian, Purified Obsidian
calculator:powercube, Power Cube
calculator:advancedpowercube, Advanced Power Cube
calculator:creativepowercube, Creative Power Cube
calculator:atomiccalculator, Atomic Calculator
calculator:dynamiccalculator, Dynamic Calculator
calculator:moduleworkstation, Module Workstation
calculator:reinforcedfurnace, Reinforced Furnace
calculator:reinforcedchest, Reinforced Chest
calculator:stoneseparator, Stone Separator
calculator:algorithmseparator, Algorithm Separator
calculator:hungerprocessor, Hunger Processor
calculator:healthprocessor, Health Processor
calculator:amethystpiping, Amethyst Piping
calculator:tanzanitepiping, Tanzanite Piping
calculator:dockingstation, Docking Station
calculator:atomicmultiplier, Atomic Multiplier
calculator:extractionchamber, Extraction Chamber
calculator:restorationchamber, Restoration Chamber
calculator:reassemblychamber, Reassembly Chamber
calculator:precisionchamber, Precision Chamber
calculator:processingchamber, Processing Chamber
calculator:analysingchamber, Analysing Chamber
calculator:storagechamber, Storage Chamber
calculator:fabricationchamber, Fabrication Chamber
calculator:basicgreenhouse, Basic Greenhouse
calculator:advancedgreenhouse, Advanced Greenhouse
calculator:flawlessgreenhouse, Flawless Greenhouse
calculator:co2generator, Carbon Dioxide Generator
calculator:calculatorlocator, Calculator Locator
calculator:calculatorplug, Calculator Plug
calculator:conductormast, Conductor Mast
calculator:conductormastblock, Conductor Mast
calculator:weatherstation, Weather Station
calculator:weatherstationblock, Weather Station
calculator:transmitter, Transmitter
calculator:transmitterblock, Transmitter
calculator:starchextractor, Starch Extractor
calculator:redstoneextractor, Redstone Extractor
calculator:glowstoneextractor, Glowstone Extractor
calculator:handcrankedgenerator, Hand Cranked Generator
calculator:crankhandle, Crank Handle
calculator:magneticflux, Magnetic Flux
calculator:weathercontroller, Weather Controller
calculator:rainsensor, Rain Sensor
calculator:stoneassimilator, Stone Assimilator
calculator:algorithmassimilator, Algorithm Assimilator
calculator:gaslanternoff, Gas Lantern
calculator:gaslanternon, Gas Lantern
calculator:lantern, Lantern
calculator:scarecrow, Scarecrow
calculator:scarecrowblock, Scarecrow
calculator:amethystlog, Amethyst Wood
calculator:amethystplanks, Amethyst Planks
calculator:amethyststairs, Amethyst Stairs
calculator:amethystfence, Amethyst Fence
calculator:amethystleaves, Amethyst Leaves
calculator:amethystsapling, Amethyst Sapling
calculator:tanzanitelog, Tanzanite Wood
calculator:tanzaniteplanks, Tanzanite Planks
calculator:tanzanitestairs, Tanzanite Stairs
calculator:tanzanitefence, Tanzanite Fence
calculator:tanzaniteleaves, Tanzanite Leaves
calculator:tanzanitesapling, Tanzanite Sapling
calculator:pearlog, Pear Wood
calculator:pearplanks, Pear Planks
calculator:pearstairs, Pear Stairs
calculator:pearfence, Pear Fence
calculator:pearleaves, Pear Leaves
calculator:pearsapling, Pear Sapling
calculator:diamondlog, Diamond Wood
calculator:diamondplanks, Diamond Planks
calculator:diamondstairs, Diamond Stairs
calculator:diamondfence, Diamond Fence
calculator:diamondleaves, Diamond Leaves
calculator:diamondsapling, Diamond Sapling
calculator:calculatorscreenblock, tile.CalculatorScreenBlock.name
calculator:material:0, Amethyst Block
calculator:material:1, Tanzanite Block
calculator:material:2, Enriched Gold Block
calculator:material:3, Reinforced Iron Block
calculator:material:4, Weakened Diamond Block
calculator:material:5, Flawless Diamond Block
calculator:material:6, Fire Diamond Block
calculator:material:7, Electric Diamond Block
calculator:material:8, End Diamond Block
calculator:material:9, Redstone Ingot Block
calculator:cropbroccoli, Broccoli Plant
calculator:cropprunae, Prunae Plant
calculator:cropfiddledew, Fiddledew Plant
calculator:infocalculator, Info Calculator
calculator:calculator, Calculator
calculator:craftingcalculator, Crafting Calculator
calculator:scientificcalculator, Scientific Calculator
calculator:flawlesscalculator, Flawless Calculator
calculator:storagemodule, Storage Module
calculator:warpmodule, Warp Module
calculator:jumpmodule, Jump Module
calculator:hungermodule, Hunger Module
calculator:healthmodule, Health Module
calculator:nutritionmodule, Nutrition Module
calculator:terrainmodule, Basic Terrain Module
calculator:advancedterrainmodule, Advanced Terrain Module
calculator:energymodule, Energy Module
calculator:locatormodule, Locator Module
calculator:soil, Soil
calculator:smallstone, Small Stone
calculator:speedupgrade, Speed Upgrade
calculator:energyupgrade, Energy Upgrade
calculator:voidupgrade, Void Upgrade
calculator:transferupgrade, Transfer Upgrade
calculator:calculatorscreen, Calculator Screen
calculator:calculatorassembly, Calculator Assembly
calculator:advancedassembly, Advanced Assembly
calculator:atomicmodule, Atomic Module
calculator:atomicassembly, Atomic Assembly
calculator:flawlessassembly, Flawless Assembly
calculator:atomicbinder, Atomic Binder
calculator:wrench, Wrench
calculator:sickle, Sickle
calculator:obsidiankey, Obsidian Key
calculator:reinforcedsword, Reinforced Sword
calculator:enrichedgoldsword, Enriched Gold Sword
calculator:reinforcedironsword, Reinforced Iron Sword
calculator:redstonesword, Redstone Sword
calculator:weakeneddiamondsword, Weakened Diamond Sword
calculator:flawlessdiamondsword, Flawless Diamond Sword
calculator:firediamondsword, Fire Diamond Sword
calculator:electricsword, Electric Sword
calculator:endforgedsword, End Forged Sword
calculator:reinforcedpickaxe, Reinforced Pickaxe
calculator:enrichedgoldpickaxe, Enriched Gold Pickaxe
calculator:reinforcedironpickaxe, Reinforced Iron Pickaxe
calculator:redstonepickaxe, Redstone Pickaxe
calculator:weakeneddiamondpickaxe, Weakened Diamond Pickaxe
calculator:flawlessdiamondpickaxe, Flawless Diamond Pickaxe
calculator:firediamondpickaxe, Fire Diamond Pickaxe
calculator:electricpickaxe, Electric Pickaxe
calculator:endforgedpickaxe, End Forged Pickaxe
calculator:reinforcedaxe, Reinforced Axe
calculator:enrichedgoldaxe, Enriched Gold Axe
calculator:reinforcedironaxe, Reinforced Iron Axe
calculator:redstoneaxe, Redstone Axe
calculator:weakeneddiamondaxe, Weakened Diamond Axe
calculator:flawlessdiamondaxe, Flawless Diamond Axe
calculator:firediamondaxe, Fire Diamond Axe
calculator:electricaxe, Electric Axe
calculator:endforgedaxe, End Forged Axe
calculator:reinforcedshovel, Reinforced Shovel
calculator:enrichedgoldshovel, Enriched Gold Shovel
calculator:reinforcedironshovel, Reinforced Iron Shovel
calculator:redstoneshovel, Redstone Shovel
calculator:weakeneddiamondshovel, Weakened Diamond Shovel
calculator:flawlessdiamondshovel, Flawless Diamond Shovel
calculator:firediamondshovel, Fire Diamond Shovel
calculator:electricshovel, Electric Shovel
calculator:endforgedshovel, End Forged Shovel
calculator:reinforcedhoe, Reinforced Hoe
calculator:enrichedgoldhoe, Enriched Gold Hoe
calculator:reinforcedironhoe, Reinforced Iron Hoe
calculator:redstonehoe, Redstone Hoe
calculator:weakeneddiamondhoe, Weakened Diamond Hoe
calculator:flawlessdiamondhoe, Flawless Diamond Hoe
calculator:firediamondhoe, Fire Diamond Hoe
calculator:electrichoe, Electric Hoe
calculator:endforgedhoe, End Forged Hoe
calculator:enrichedgold,  Enriched Gold
calculator:enrichedgoldingot,  Enriched Gold Ingot
calculator:reinforcedironingot, Reinforced Iron Ingot
calculator:redstoneingot, Redstone Ingot
calculator:weakeneddiamond, Weakened Diamond
calculator:flawlessdiamond, Flawless Diamond
calculator:firediamond, Fire Diamond
calculator:electricdiamond, Electric Diamond
calculator:enddiamond, End Diamond
calculator:largeamethyst, Large Amethyst
calculator:smallamethyst, Amethyst
calculator:shardamethyst, Amethyst Shard
calculator:largetanzanite, Large Tanzanite
calculator:smalltanzanite, Tanzanite
calculator:shardtanzanite, Tanzanite Shard
calculator:broccoliseeds, Broccoli Seeds
calculator:prunaeseeds, Prunae Seeds
calculator:fiddledewfruit, Fiddledew Fruit
calculator:broccoli, Broccoli
calculator:pear, Pear
calculator:rottenpear, Rotten Pear
calculator:cookedbroccoli, Cooked Broccoli
calculator:coaldust, Coal Dust
calculator:enrichedcoal, Enriched Coal
calculator:purifiedcoal, Purified Coal
calculator:firecoal, Fire Coal
calculator:controlledfuel, Controlled Fuel
calculator:grenadecasing, Grenade Casing
calculator:babygrenade, Baby Grenade
calculator:grenade, Grenade
calculator:circuitboard:0, Circuit 1
calculator:circuitboard:1, Circuit 2
calculator:circuitboard:2, Circuit 3
calculator:circuitboard:3, Circuit 4
calculator:circuitboard:4, Circuit 5
calculator:circuitboard:5, Circuit 6
calculator:circuitboard:6, Circuit 7
calculator:circuitboard:7, Circuit 8
calculator:circuitboard:8, Circuit 9
calculator:circuitboard:9, Circuit 10
calculator:circuitboard:10, Circuit 11
calculator:circuitboard:11, Circuit 12
calculator:circuitboard:12, Circuit 13
calculator:circuitboard:13, Circuit 14
calculator:circuitdamaged:0, Damaged Circuit 1
calculator:circuitdamaged:1, Damaged Circuit 2
calculator:circuitdamaged:2, Damaged Circuit 3
calculator:circuitdamaged:3, Damaged Circuit 4
calculator:circuitdamaged:4, Damaged Circuit 5
calculator:circuitdamaged:5, Damaged Circuit 6
calculator:circuitdamaged:6, Damaged Circuit 7
calculator:circuitdamaged:7, Damaged Circuit 8
calculator:circuitdamaged:8, Damaged Circuit 9
calculator:circuitdamaged:9, Damaged Circuit 10
calculator:circuitdamaged:10, Damaged Circuit 11
calculator:circuitdamaged:11, Damaged Circuit 12
calculator:circuitdamaged:12, Damaged Circuit 13
calculator:circuitdamaged:13, Damaged Circuit 14
calculator:circuitdirty:0, Dirty Circuit 1
calculator:circuitdirty:1, Dirty Circuit 2
calculator:circuitdirty:2, Dirty Circuit 3
calculator:circuitdirty:3, Dirty Circuit 4
calculator:circuitdirty:4, Dirty Circuit 5
calculator:circuitdirty:5, Dirty Circuit 6
calculator:circuitdirty:6, Dirty Circuit 7
calculator:circuitdirty:7, Dirty Circuit 8
calculator:circuitdirty:8, Dirty Circuit 9
calculator:circuitdirty:9, Dirty Circuit 10
calculator:circuitdirty:10, Dirty Circuit 11
calculator:circuitdirty:11, Dirty Circuit 12
calculator:circuitdirty:12, Dirty Circuit 13
calculator:circuitdirty:13, Dirty Circuit 14
compfac:casing, Compressor Casing
compfac:controller_off, Compressor Controller
compfac:energy_outlet, Compressor Energy Outlet (Lvl 1)
compfac:energy_outlet2, Compressor Energy Outlet (Lvl 2)
compfac:energy_outlet3, Compressor Energy Outlet (Lvl 3)
compfac:energy_outlet4, Compressor Energy Outlet (Lvl 4)
compfac:energy_outlet5, Compressor Energy Outlet (Lvl 5)
compfac:item_input, Compressor Item Input
compfac:item_output, Compressor Item Output
compfac:factory_door, Compressor Teleporter
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:upgrade:0, Hardened Upgrade Kit
thermalfoundation:upgrade:1, Reinforced Upgrade Kit
thermalfoundation:upgrade:2, Signalum Upgrade Kit
thermalfoundation:upgrade:3, Resonant Upgrade Kit
thermalfoundation:upgrade:33, Reinforced Conversion Kit
thermalfoundation:upgrade:34, Signalum Conversion Kit
thermalfoundation:upgrade:35, Resonant Conversion Kit
thermalfoundation:upgrade:256, Creative Conversion Kit
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram_redprint, Redprint
thermalfoundation:tome_lexicon, Forge Lexicon
thermalfoundation:tome_experience, Tome of Knowledge
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
thermalfoundation:coin:71, Iridium Coin
thermalfoundation:coin:72, Mana Infused Coin
thermalfoundation:coin:96, Steel Coin
thermalfoundation:coin:97, Electrum Coin
thermalfoundation:coin:98, Invar Coin
thermalfoundation:coin:99, Bronze Coin
thermalfoundation:coin:100, Constantan Coin
thermalfoundation:coin:101, Signalum Coin
thermalfoundation:coin:102, Lumium Coin
thermalfoundation:coin:103, Enderium Coin
thermalfoundation:fertilizer:0, Phyto-Gro
thermalfoundation:fertilizer:1, Rich Phyto-Gro
thermalfoundation:fertilizer:2, Fluxed Phyto-Gro
thermalfoundation:bait:0, Aqua-Chow
thermalfoundation:bait:1, Rich Aqua-Chow
thermalfoundation:bait:2, Fluxed Aqua-Chow
thermalfoundation:dye:0, Black Pigment
thermalfoundation:dye:1, Red Pigment
thermalfoundation:dye:2, Green Pigment
thermalfoundation:dye:3, Brown Pigment
thermalfoundation:dye:4, Blue Pigment
thermalfoundation:dye:5, Purple Pigment
thermalfoundation:dye:6, Cyan Pigment
thermalfoundation:dye:7, Light Gray Pigment
thermalfoundation:dye:8, Gray Pigment
thermalfoundation:dye:9, Pink Pigment
thermalfoundation:dye:10, Lime Pigment
thermalfoundation:dye:11, Yellow Pigment
thermalfoundation:dye:12, Light Blue Pigment
thermalfoundation:dye:13, Magenta Pigment
thermalfoundation:dye:14, Orange Pigment
thermalfoundation:dye:15, White Pigment
thermalfoundation:material:0, Pulverized Iron
thermalfoundation:material:1, Pulverized Gold
thermalfoundation:material:16, Diamond Nugget
thermalfoundation:material:17, Emerald Nugget
